Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
848,4,12/25/2014,0,0,0,0,c,1
849,4,12/25/2014,0,0,0,0,c,1
850,4,12/25/2014,0,0,0,0,c,1
852,4,12/25/2014,0,0,0,0,c,1
853,4,12/25/2014,0,0,0,0,c,1
854,4,12/25/2014,0,0,0,0,c,1
855,4,12/25/2014,0,0,0,0,c,1
856,4,12/25/2014,0,0,0,0,c,1
857,4,12/25/2014,0,0,0,0,c,1
860,4,12/25/2014,0,0,0,0,c,1
861,4,12/25/2014,0,0,0,0,c,1
862,4,12/25/2014,0,0,0,0,c,1
863,4,12/25/2014,0,0,0,0,c,1
864,4,12/25/2014,0,0,0,0,c,1
865,4,12/25/2014,0,0,0,0,c,1
866,4,12/25/2014,0,0,0,0,c,1
867,4,12/25/2014,0,0,0,0,c,1
868,4,12/25/2014,0,0,0,0,c,1
869,4,12/25/2014,0,0,0,0,c,1
870,4,12/25/2014,0,0,0,0,c,1
871,4,12/25/2014,0,0,0,0,c,1
872,4,12/25/2014,0,0,0,0,c,1
873,4,12/25/2014,0,0,0,0,c,1
874,4,12/25/2014,0,0,0,0,c,1
875,4,12/25/2014,0,0,0,0,c,1
876,4,12/25/2014,0,0,0,0,c,1
877,4,12/25/2014,0,0,0,0,c,1
878,4,12/25/2014,0,0,0,0,c,1
880,4,12/25/2014,0,0,0,0,c,1
881,4,12/25/2014,0,0,0,0,c,1
882,4,12/25/2014,0,0,0,0,c,1
883,4,12/25/2014,0,0,0,0,c,1
885,4,12/25/2014,0,0,0,0,c,1
886,4,12/25/2014,0,0,0,0,c,1
887,4,12/25/2014,0,0,0,0,c,1
888,4,12/25/2014,0,0,0,0,c,1
889,4,12/25/2014,0,0,0,0,c,1
891,4,12/25/2014,0,0,0,0,c,1
892,4,12/25/2014,0,0,0,0,c,1
894,4,12/25/2014,0,0,0,0,c,1
895,4,12/25/2014,0,0,0,0,c,1
896,4,12/25/2014,0,0,0,0,c,1
897,4,12/25/2014,0,0,0,0,c,1
898,4,12/25/2014,0,0,0,0,c,1
899,4,12/25/2014,0,0,0,0,c,1
901,4,12/25/2014,0,0,0,0,c,1
905,4,12/25/2014,0,0,0,0,c,1
906,4,12/25/2014,0,0,0,0,c,1
907,4,12/25/2014,0,0,0,0,c,1
908,4,12/25/2014,0,0,0,0,c,1
910,4,12/25/2014,0,0,0,0,c,1
911,4,12/25/2014,0,0,0,0,c,1
912,4,12/25/2014,0,0,0,0,c,1
913,4,12/25/2014,0,0,0,0,c,1
914,4,12/25/2014,0,0,0,0,c,1
916,4,12/25/2014,0,0,0,0,c,1
917,4,12/25/2014,0,0,0,0,c,1
918,4,12/25/2014,0,0,0,0,c,1
921,4,12/25/2014,0,0,0,0,c,1
922,4,12/25/2014,0,0,0,0,c,1
923,4,12/25/2014,0,0,0,0,c,1
924,4,12/25/2014,0,0,0,0,c,1
925,4,12/25/2014,0,0,0,0,c,1
926,4,12/25/2014,0,0,0,0,c,1
927,4,12/25/2014,0,0,0,0,c,1
928,4,12/25/2014,0,0,0,0,c,1
929,4,12/25/2014,0,0,0,0,c,1
930,4,12/25/2014,0,0,0,0,c,1
931,4,12/25/2014,0,0,0,0,c,1
933,4,12/25/2014,0,0,0,0,c,1
934,4,12/25/2014,0,0,0,0,c,1
935,4,12/25/2014,0,0,0,0,c,1
936,4,12/25/2014,0,0,0,0,c,1
937,4,12/25/2014,0,0,0,0,c,1
938,4,12/25/2014,0,0,0,0,c,1
939,4,12/25/2014,0,0,0,0,c,1
940,4,12/25/2014,0,0,0,0,c,1
942,4,12/25/2014,0,0,0,0,c,1
943,4,12/25/2014,0,0,0,0,c,1
944,4,12/25/2014,0,0,0,0,c,1
945,4,12/25/2014,0,0,0,0,c,1
946,4,12/25/2014,0,0,0,0,c,1
947,4,12/25/2014,0,0,0,0,c,1
948,4,12/25/2014,8397,1463,1,0,c,1
949,4,12/25/2014,0,0,0,0,c,1
950,4,12/25/2014,0,0,0,0,c,1
951,4,12/25/2014,0,0,0,0,c,1
953,4,12/25/2014,0,0,0,0,c,1
954,4,12/25/2014,0,0,0,0,c,1
955,4,12/25/2014,0,0,0,0,c,1
956,4,12/25/2014,0,0,0,0,c,1
957,4,12/25/2014,0,0,0,0,c,1
958,4,12/25/2014,0,0,0,0,c,1
959,4,12/25/2014,0,0,0,0,c,1
960,4,12/25/2014,0,0,0,0,c,1
961,4,12/25/2014,0,0,0,0,c,1
962,4,12/25/2014,0,0,0,0,c,1
963,4,12/25/2014,0,0,0,0,c,1
964,4,12/25/2014,0,0,0,0,c,1
965,4,12/25/2014,0,0,0,0,c,1
966,4,12/25/2014,0,0,0,0,c,1
967,4,12/25/2014,0,0,0,0,c,1
968,4,12/25/2014,0,0,0,0,c,1
969,4,12/25/2014,0,0,0,0,c,1
970,4,12/25/2014,0,0,0,0,c,1
971,4,12/25/2014,0,0,0,0,c,1
972,4,12/25/2014,0,0,0,0,c,1
973,4,12/25/2014,0,0,0,0,c,1
975,4,12/25/2014,0,0,0,0,c,1
976,4,12/25/2014,0,0,0,0,c,1
978,4,12/25/2014,0,0,0,0,c,1
979,4,12/25/2014,0,0,0,0,c,1
980,4,12/25/2014,0,0,0,0,c,1
981,4,12/25/2014,0,0,0,0,c,1
982,4,12/25/2014,0,0,0,0,c,1
983,4,12/25/2014,0,0,0,0,c,1
984,4,12/25/2014,0,0,0,0,c,1
985,4,12/25/2014,0,0,0,0,c,1
986,4,12/25/2014,0,0,0,0,c,1
987,4,12/25/2014,0,0,0,0,c,1
988,4,12/25/2014,0,0,0,0,c,1
990,4,12/25/2014,0,0,0,0,c,1
991,4,12/25/2014,0,0,0,0,c,1
992,4,12/25/2014,0,0,0,0,c,1
993,4,12/25/2014,0,0,0,0,c,1
994,4,12/25/2014,0,0,0,0,c,1
995,4,12/25/2014,0,0,0,0,c,1
996,4,12/25/2014,0,0,0,0,c,1
997,4,12/25/2014,0,0,0,0,c,1
998,4,12/25/2014,0,0,0,0,c,1
999,4,12/25/2014,0,0,0,0,c,1
1001,4,12/25/2014,0,0,0,0,c,1
1002,4,12/25/2014,0,0,0,0,c,1
1003,4,12/25/2014,0,0,0,0,c,1
1005,4,12/25/2014,0,0,0,0,c,1
1006,4,12/25/2014,0,0,0,0,c,1
1007,4,12/25/2014,0,0,0,0,c,1
1008,4,12/25/2014,0,0,0,0,c,1
1010,4,12/25/2014,0,0,0,0,c,1
1011,4,12/25/2014,0,0,0,0,c,1
1013,4,12/25/2014,0,0,0,0,c,1
1014,4,12/25/2014,0,0,0,0,c,1
1015,4,12/25/2014,0,0,0,0,c,1
1016,4,12/25/2014,0,0,0,0,c,1
1017,4,12/25/2014,0,0,0,0,c,1
1018,4,12/25/2014,0,0,0,0,c,1
1020,4,12/25/2014,0,0,0,0,c,1
1021,4,12/25/2014,0,0,0,0,c,1
1022,4,12/25/2014,0,0,0,0,c,1
1023,4,12/25/2014,0,0,0,0,c,1
1024,4,12/25/2014,0,0,0,0,c,1
1025,4,12/25/2014,0,0,0,0,c,1
1026,4,12/25/2014,0,0,0,0,c,1
1028,4,12/25/2014,0,0,0,0,c,1
1029,4,12/25/2014,0,0,0,0,c,1
1030,4,12/25/2014,0,0,0,0,c,1
1031,4,12/25/2014,0,0,0,0,c,1
1032,4,12/25/2014,0,0,0,0,c,1
1033,4,12/25/2014,0,0,0,0,c,1
1034,4,12/25/2014,0,0,0,0,c,1
1035,4,12/25/2014,0,0,0,0,c,1
1036,4,12/25/2014,0,0,0,0,c,1
1037,4,12/25/2014,0,0,0,0,c,1
1039,4,12/25/2014,0,0,0,0,c,1
1040,4,12/25/2014,0,0,0,0,c,1
1042,4,12/25/2014,0,0,0,0,c,1
1043,4,12/25/2014,0,0,0,0,c,1
1044,4,12/25/2014,0,0,0,0,c,1
1045,4,12/25/2014,0,0,0,0,c,1
1046,4,12/25/2014,0,0,0,0,c,1
1047,4,12/25/2014,0,0,0,0,c,1
1048,4,12/25/2014,0,0,0,0,c,1
1050,4,12/25/2014,0,0,0,0,c,1
1051,4,12/25/2014,0,0,0,0,c,1
1052,4,12/25/2014,0,0,0,0,c,1
1053,4,12/25/2014,0,0,0,0,c,1
1054,4,12/25/2014,0,0,0,0,c,1
1055,4,12/25/2014,0,0,0,0,c,1
1057,4,12/25/2014,0,0,0,0,c,1
1058,4,12/25/2014,0,0,0,0,c,1
1059,4,12/25/2014,0,0,0,0,c,1
1060,4,12/25/2014,0,0,0,0,c,1
1061,4,12/25/2014,0,0,0,0,c,1
1062,4,12/25/2014,0,0,0,0,c,1
1063,4,12/25/2014,0,0,0,0,c,1
1064,4,12/25/2014,0,0,0,0,c,1
1066,4,12/25/2014,0,0,0,0,c,1
1068,4,12/25/2014,0,0,0,0,c,1
1069,4,12/25/2014,0,0,0,0,c,1
1070,4,12/25/2014,0,0,0,0,c,1
1071,4,12/25/2014,0,0,0,0,c,1
1072,4,12/25/2014,0,0,0,0,c,1
1073,4,12/25/2014,0,0,0,0,c,1
1074,4,12/25/2014,0,0,0,0,c,1
1075,4,12/25/2014,0,0,0,0,c,1
1076,4,12/25/2014,0,0,0,0,c,1
1077,4,12/25/2014,0,0,0,0,c,1
1078,4,12/25/2014,0,0,0,0,c,1
1079,4,12/25/2014,0,0,0,0,c,1
1081,4,12/25/2014,3277,436,1,0,c,1
1082,4,12/25/2014,0,0,0,0,c,1
1083,4,12/25/2014,0,0,0,0,c,1
1084,4,12/25/2014,0,0,0,0,c,1
1085,4,12/25/2014,0,0,0,0,c,1
1086,4,12/25/2014,0,0,0,0,c,1
1087,4,12/25/2014,0,0,0,0,c,1
1088,4,12/25/2014,0,0,0,0,c,1
1089,4,12/25/2014,0,0,0,0,c,1
1090,4,12/25/2014,0,0,0,0,c,1
1091,4,12/25/2014,0,0,0,0,c,1
1093,4,12/25/2014,0,0,0,0,c,1
1095,4,12/25/2014,0,0,0,0,c,1
1096,4,12/25/2014,0,0,0,0,c,1
1097,4,12/25/2014,9430,1803,1,0,c,1
1098,4,12/25/2014,0,0,0,0,c,1
1099,4,12/25/2014,0,0,0,0,c,1
1100,4,12/25/2014,0,0,0,0,c,1
1101,4,12/25/2014,0,0,0,0,c,1
1103,4,12/25/2014,0,0,0,0,c,1
1105,4,12/25/2014,0,0,0,0,c,1
1106,4,12/25/2014,0,0,0,0,c,1
1108,4,12/25/2014,0,0,0,0,c,1
1110,4,12/25/2014,0,0,0,0,c,1
1111,4,12/25/2014,0,0,0,0,c,1
1112,4,12/25/2014,0,0,0,0,c,1
1113,4,12/25/2014,0,0,0,0,c,1
1114,4,12/25/2014,0,0,0,0,c,1
1115,4,12/25/2014,0,0,0,0,c,1
1,3,12/24/2014,3659,421,1,0,0,1
2,3,12/24/2014,2437,274,1,0,0,1
3,3,12/24/2014,4310,582,1,0,0,1
4,3,12/24/2014,6551,856,1,0,0,1
5,3,12/24/2014,2850,311,1,0,0,1
6,3,12/24/2014,3357,355,1,0,0,1
7,3,12/24/2014,5458,550,1,0,0,1
8,3,12/24/2014,3738,401,1,0,0,1
9,3,12/24/2014,4885,499,1,0,0,1
10,3,12/24/2014,5239,512,1,0,0,1
11,3,12/24/2014,6363,825,1,0,0,1
12,3,12/24/2014,4984,632,1,0,0,1
14,3,12/24/2014,3585,475,1,0,0,1
15,3,12/24/2014,4908,528,1,0,0,1
16,3,12/24/2014,7373,662,1,0,0,1
17,3,12/24/2014,3123,423,1,0,0,1
18,3,12/24/2014,4606,525,1,0,0,1
19,3,12/24/2014,4819,453,1,0,0,1
21,3,12/24/2014,3809,405,1,0,0,1
23,3,12/24/2014,4332,421,1,0,0,1
24,3,12/24/2014,8193,753,1,0,0,1
25,3,12/24/2014,7858,978,1,0,0,1
26,3,12/24/2014,4094,351,1,0,0,1
27,3,12/24/2014,4583,542,1,0,0,1
28,3,12/24/2014,2644,303,1,0,0,1
29,3,12/24/2014,5861,516,1,0,0,1
30,3,12/24/2014,2966,426,1,0,0,1
31,3,12/24/2014,4250,443,1,0,0,1
33,3,12/24/2014,7613,796,1,0,0,1
34,3,12/24/2014,5290,560,1,0,0,1
35,3,12/24/2014,6167,496,1,0,0,1
37,3,12/24/2014,3833,408,1,0,0,1
38,3,12/24/2014,3933,405,1,0,0,1
39,3,12/24/2014,3753,459,1,0,0,1
40,3,12/24/2014,1701,250,1,0,0,1
42,3,12/24/2014,7297,812,1,0,0,1
43,3,12/24/2014,4766,464,1,0,0,1
44,3,12/24/2014,3656,458,1,0,0,1
45,3,12/24/2014,5271,429,1,0,0,1
47,3,12/24/2014,4460,584,1,0,0,1
48,3,12/24/2014,2236,287,1,0,0,1
49,3,12/24/2014,7207,532,1,0,0,1
50,3,12/24/2014,2686,246,1,0,0,1
53,3,12/24/2014,4126,447,1,0,0,1
54,3,12/24/2014,4262,393,1,0,0,1
55,3,12/24/2014,3295,396,1,0,0,1
56,3,12/24/2014,6504,517,1,0,0,1
57,3,12/24/2014,6922,619,1,0,0,1
59,3,12/24/2014,3945,429,1,0,0,1
60,3,12/24/2014,5150,461,1,0,0,1
61,3,12/24/2014,2268,295,1,0,0,1
62,3,12/24/2014,4249,519,1,0,0,1
63,3,12/24/2014,4992,492,1,0,0,1
64,3,12/24/2014,7815,683,1,0,0,1
65,3,12/24/2014,4277,363,1,0,0,1
66,3,12/24/2014,5337,493,1,0,0,1
67,3,12/24/2014,4962,516,1,0,0,1
68,3,12/24/2014,3912,566,1,0,0,1
69,3,12/24/2014,6092,792,1,0,0,1
70,3,12/24/2014,4262,485,1,0,0,1
71,3,12/24/2014,6174,614,1,0,0,1
73,3,12/24/2014,3253,337,1,0,0,1
74,3,12/24/2014,4492,593,1,0,0,1
75,3,12/24/2014,5280,525,1,0,0,1
77,3,12/24/2014,5672,473,1,0,0,1
78,3,12/24/2014,2346,330,1,0,0,1
79,3,12/24/2014,5753,539,1,0,0,1
80,3,12/24/2014,5510,503,1,0,0,1
82,3,12/24/2014,6289,588,1,0,0,1
83,3,12/24/2014,3557,377,1,0,0,1
84,3,12/24/2014,10662,1175,1,0,0,1
85,3,12/24/2014,3609,488,1,0,0,1
86,3,12/24/2014,2862,394,1,0,0,1
87,3,12/24/2014,3417,383,1,0,0,1
88,3,12/24/2014,3763,362,1,0,0,1
90,3,12/24/2014,5170,646,1,0,0,1
91,3,12/24/2014,2481,292,1,0,0,1
92,3,12/24/2014,4327,394,1,0,0,1
93,3,12/24/2014,3937,432,1,0,0,1
94,3,12/24/2014,5074,521,1,0,0,1
95,3,12/24/2014,4797,522,1,0,0,1
96,3,12/24/2014,3196,277,1,0,0,1
97,3,12/24/2014,4517,462,1,0,0,1
98,3,12/24/2014,4689,421,1,0,0,1
101,3,12/24/2014,6053,641,1,0,0,1
102,3,12/24/2014,3841,571,1,0,0,1
103,3,12/24/2014,4569,443,1,0,0,1
104,3,12/24/2014,6620,833,1,0,0,1
105,3,12/24/2014,4569,474,1,0,0,1
106,3,12/24/2014,6315,673,1,0,0,1
107,3,12/24/2014,6275,830,1,0,0,1
109,3,12/24/2014,6849,712,1,0,0,1
110,3,12/24/2014,2942,364,1,0,0,1
111,3,12/24/2014,5797,551,1,0,0,1
112,3,12/24/2014,5138,638,1,0,0,1
114,3,12/24/2014,3438,388,1,0,0,1
116,3,12/24/2014,4643,489,1,0,0,1
117,3,12/24/2014,3880,493,1,0,0,1
118,3,12/24/2014,5229,507,1,0,0,1
119,3,12/24/2014,4960,557,1,0,0,1
120,3,12/24/2014,4920,484,1,0,0,1
121,3,12/24/2014,2732,346,1,0,0,1
122,3,12/24/2014,5215,542,1,0,0,1
123,3,12/24/2014,4617,495,1,0,0,1
124,3,12/24/2014,5190,538,1,0,0,1
125,3,12/24/2014,5665,750,1,0,0,1
126,3,12/24/2014,3556,375,1,0,0,1
128,3,12/24/2014,7653,570,1,0,0,1
130,3,12/24/2014,4539,458,1,0,0,1
131,3,12/24/2014,3443,372,1,0,0,1
133,3,12/24/2014,3150,378,1,0,0,1
134,3,12/24/2014,3944,444,1,0,0,1
135,3,12/24/2014,6488,606,1,0,0,1
138,3,12/24/2014,4260,390,1,0,0,1
140,3,12/24/2014,6308,743,1,0,0,1
141,3,12/24/2014,5112,494,1,0,0,1
142,3,12/24/2014,4027,531,1,0,0,1
143,3,12/24/2014,4729,448,1,0,0,1
146,3,12/24/2014,6798,683,1,0,0,1
147,3,12/24/2014,8444,823,1,0,0,1
148,3,12/24/2014,5708,618,1,0,0,1
150,3,12/24/2014,4938,511,1,0,0,1
151,3,12/24/2014,5154,509,1,0,0,1
152,3,12/24/2014,4193,513,1,0,0,1
153,3,12/24/2014,4897,497,1,0,0,1
154,3,12/24/2014,7549,659,1,0,0,1
156,3,12/24/2014,4510,430,1,0,0,1
157,3,12/24/2014,6179,650,1,0,0,1
158,3,12/24/2014,6578,464,1,0,0,1
160,3,12/24/2014,5192,481,1,0,0,1
161,3,12/24/2014,6546,719,1,0,0,1
162,3,12/24/2014,6338,544,1,0,0,1
163,3,12/24/2014,4167,521,1,0,0,1
166,3,12/24/2014,3248,449,1,0,0,1
167,3,12/24/2014,5349,633,1,0,0,1
168,3,12/24/2014,6159,600,1,0,0,1
169,3,12/24/2014,3999,429,1,0,0,1
170,3,12/24/2014,2938,367,1,0,0,1
171,3,12/24/2014,6012,612,1,0,0,1
173,3,12/24/2014,4621,591,1,0,0,1
175,3,12/24/2014,5697,706,1,0,0,1
176,3,12/24/2014,4572,495,1,0,0,1
177,3,12/24/2014,2634,280,1,0,0,1
178,3,12/24/2014,5560,575,1,0,0,1
179,3,12/24/2014,4091,477,1,0,0,1
180,3,12/24/2014,6433,704,1,0,0,1
182,3,12/24/2014,4713,359,1,0,0,1
184,3,12/24/2014,5593,542,1,0,0,1
185,3,12/24/2014,4626,418,1,0,0,1
187,3,12/24/2014,6154,655,1,0,0,1
188,3,12/24/2014,3206,317,1,0,0,1
189,3,12/24/2014,6123,663,1,0,0,1
193,3,12/24/2014,3596,533,1,0,0,1
194,3,12/24/2014,5199,480,1,0,0,1
195,3,12/24/2014,6729,920,1,0,0,1
196,3,12/24/2014,3552,477,1,0,0,1
197,3,12/24/2014,5525,674,1,0,0,1
198,3,12/24/2014,1552,164,1,0,0,1
199,3,12/24/2014,5915,528,1,0,0,1
200,3,12/24/2014,6429,743,1,0,0,1
201,3,12/24/2014,4335,402,1,0,0,1
202,3,12/24/2014,5312,482,1,0,0,1
203,3,12/24/2014,4464,609,1,0,0,1
205,3,12/24/2014,4788,583,1,0,0,1
206,3,12/24/2014,5218,521,1,0,0,1
207,3,12/24/2014,7518,898,1,0,0,1
208,3,12/24/2014,2061,299,1,0,0,1
209,3,12/24/2014,4583,451,1,0,0,1
210,3,12/24/2014,2500,234,1,0,0,1
211,3,12/24/2014,6274,668,1,0,0,1
212,3,12/24/2014,4556,339,1,0,0,1
213,3,12/24/2014,5740,512,1,0,0,1
214,3,12/24/2014,7461,635,1,0,0,1
216,3,12/24/2014,3292,438,1,0,0,1
217,3,12/24/2014,4756,637,1,0,0,1
219,3,12/24/2014,2485,326,1,0,0,1
220,3,12/24/2014,2581,348,1,0,0,1
221,3,12/24/2014,4784,478,1,0,0,1
222,3,12/24/2014,4196,456,1,0,0,1
223,3,12/24/2014,4788,512,1,0,0,1
224,3,12/24/2014,6584,517,1,0,0,1
225,3,12/24/2014,3721,362,1,0,0,1
226,3,12/24/2014,4861,471,1,0,0,1
227,3,12/24/2014,6064,580,1,0,0,1
228,3,12/24/2014,6418,578,1,0,0,1
229,3,12/24/2014,6527,604,1,0,0,1
230,3,12/24/2014,6829,794,1,0,0,1
232,3,12/24/2014,2486,236,1,0,0,1
233,3,12/24/2014,8396,869,1,0,0,1
234,3,12/24/2014,9270,876,1,0,0,1
235,3,12/24/2014,4724,465,1,0,0,1
236,3,12/24/2014,4769,588,1,0,0,1
237,3,12/24/2014,3044,423,1,0,0,1
238,3,12/24/2014,3668,539,1,0,0,1
239,3,12/24/2014,3691,358,1,0,0,1
240,3,12/24/2014,4289,452,1,0,0,1
241,3,12/24/2014,5433,542,1,0,0,1
242,3,12/24/2014,3335,340,1,0,0,1
244,3,12/24/2014,3969,423,1,0,0,1
245,3,12/24/2014,6749,715,1,0,0,1
246,3,12/24/2014,7370,880,1,0,0,1
247,3,12/24/2014,6337,539,1,0,0,1
248,3,12/24/2014,6706,816,1,0,0,1
249,3,12/24/2014,5544,535,1,0,0,1
250,3,12/24/2014,6334,566,1,0,0,1
251,3,12/24/2014,8853,1122,1,0,0,1
252,3,12/24/2014,6804,570,1,0,0,1
253,3,12/24/2014,2767,369,1,0,0,1
254,3,12/24/2014,2296,223,1,0,0,1
255,3,12/24/2014,5208,512,1,0,0,1
256,3,12/24/2014,5616,631,1,0,0,1
257,3,12/24/2014,3039,347,1,0,0,1
259,3,12/24/2014,9246,1402,1,0,0,1
260,3,12/24/2014,3239,434,1,0,0,1
261,3,12/24/2014,9351,751,1,0,0,1
262,3,12/24/2014,18177,2391,1,0,0,1
264,3,12/24/2014,3062,466,1,0,0,1
265,3,12/24/2014,4122,446,1,0,0,1
266,3,12/24/2014,1818,199,1,0,0,1
267,3,12/24/2014,5253,678,1,0,0,1
268,3,12/24/2014,4950,586,1,0,0,1
269,3,12/24/2014,5334,662,1,0,0,1
270,3,12/24/2014,6624,807,1,0,0,1
271,3,12/24/2014,3619,326,1,0,0,1
272,3,12/24/2014,5460,521,1,0,0,1
273,3,12/24/2014,4435,476,1,0,0,1
274,3,12/24/2014,2869,625,1,0,0,1
276,3,12/24/2014,3057,373,1,0,0,1
278,3,12/24/2014,6020,614,1,0,0,1
280,3,12/24/2014,6526,515,1,0,0,1
281,3,12/24/2014,4144,428,1,0,0,1
282,3,12/24/2014,2780,381,1,0,0,1
285,3,12/24/2014,5040,469,1,0,0,1
286,3,12/24/2014,3201,314,1,0,0,1
289,3,12/24/2014,5352,512,1,0,0,1
290,3,12/24/2014,5814,608,1,0,0,1
291,3,12/24/2014,6087,603,1,0,0,1
292,3,12/24/2014,4369,556,1,0,0,1
293,3,12/24/2014,3568,455,1,0,0,1
294,3,12/24/2014,4363,532,1,0,0,1
295,3,12/24/2014,3869,511,1,0,0,1
296,3,12/24/2014,4980,532,1,0,0,1
297,3,12/24/2014,6578,696,1,0,0,1
299,3,12/24/2014,4914,443,1,0,0,1
300,3,12/24/2014,6524,763,1,0,0,1
301,3,12/24/2014,4564,477,1,0,0,1
302,3,12/24/2014,3300,312,1,0,0,1
303,3,12/24/2014,3776,449,1,0,0,1
304,3,12/24/2014,4490,622,1,0,0,1
305,3,12/24/2014,4769,508,1,0,0,1
307,3,12/24/2014,2128,259,1,0,0,1
308,3,12/24/2014,4637,528,1,0,0,1
309,3,12/24/2014,4824,467,1,0,0,1
310,3,12/24/2014,5547,551,1,0,0,1
311,3,12/24/2014,6504,606,1,0,0,1
312,3,12/24/2014,4769,488,1,0,0,1
313,3,12/24/2014,4251,450,1,0,0,1
314,3,12/24/2014,4419,506,1,0,0,1
315,3,12/24/2014,4161,406,1,0,0,1
316,3,12/24/2014,5697,589,1,0,0,1
318,3,12/24/2014,4930,426,1,0,0,1
319,3,12/24/2014,6075,645,1,0,0,1
320,3,12/24/2014,6960,914,1,0,0,1
321,3,12/24/2014,3554,324,1,0,0,1
322,3,12/24/2014,3282,353,1,0,0,1
323,3,12/24/2014,6678,580,1,0,0,1
324,3,12/24/2014,2549,324,1,0,0,1
325,3,12/24/2014,3675,435,1,0,0,1
326,3,12/24/2014,4934,421,1,0,0,1
327,3,12/24/2014,4761,500,1,0,0,1
328,3,12/24/2014,3175,388,1,0,0,1
329,3,12/24/2014,4920,524,1,0,0,1
330,3,12/24/2014,3555,370,1,0,0,1
331,3,12/24/2014,3799,450,1,0,0,1
332,3,12/24/2014,2619,357,1,0,0,1
333,3,12/24/2014,5532,648,1,0,0,1
334,3,12/24/2014,4911,558,1,0,0,1
335,3,12/24/2014,6299,974,1,0,0,1
336,3,12/24/2014,8330,1082,1,0,0,1
337,3,12/24/2014,4945,422,1,0,0,1
338,3,12/24/2014,4626,479,1,0,0,1
339,3,12/24/2014,3721,528,1,0,0,1
340,3,12/24/2014,5078,561,1,0,0,1
341,3,12/24/2014,5143,664,1,0,0,1
343,3,12/24/2014,5642,516,1,0,0,1
344,3,12/24/2014,4271,574,1,0,0,1
346,3,12/24/2014,6030,549,1,0,0,1
347,3,12/24/2014,5608,432,1,0,0,1
349,3,12/24/2014,5649,639,1,0,0,1
350,3,12/24/2014,6375,560,1,0,0,1
351,3,12/24/2014,5403,477,1,0,0,1
352,3,12/24/2014,4934,482,1,0,0,1
353,3,12/24/2014,4764,853,1,0,0,1
354,3,12/24/2014,6514,614,1,0,0,1
355,3,12/24/2014,6279,678,1,0,0,1
356,3,12/24/2014,6827,521,1,0,0,1
357,3,12/24/2014,3999,516,1,0,0,1
358,3,12/24/2014,7667,915,1,0,0,1
359,3,12/24/2014,6185,557,1,0,0,1
360,3,12/24/2014,6140,695,1,0,0,1
361,3,12/24/2014,3228,303,1,0,0,1
362,3,12/24/2014,4587,631,1,0,0,1
363,3,12/24/2014,4401,512,1,0,0,1
364,3,12/24/2014,3717,419,1,0,0,1
366,3,12/24/2014,4937,475,1,0,0,1
367,3,12/24/2014,3370,399,1,0,0,1
368,3,12/24/2014,7315,620,1,0,0,1
369,3,12/24/2014,6377,597,1,0,0,1
370,3,12/24/2014,4546,432,1,0,0,1
371,3,12/24/2014,4545,369,1,0,0,1
372,3,12/24/2014,7013,638,1,0,0,1
373,3,12/24/2014,4789,335,1,0,0,1
374,3,12/24/2014,4051,518,1,0,0,1
375,3,12/24/2014,5733,469,1,0,0,1
376,3,12/24/2014,5648,632,1,0,0,1
377,3,12/24/2014,5287,672,1,0,0,1
378,3,12/24/2014,4312,628,1,0,0,1
379,3,12/24/2014,2714,338,1,0,0,1
380,3,12/24/2014,11019,985,1,0,0,1
381,3,12/24/2014,5642,611,1,0,0,1
382,3,12/24/2014,7496,587,1,0,0,1
383,3,12/24/2014,9924,1165,1,0,0,1
384,3,12/24/2014,5788,612,1,0,0,1
386,3,12/24/2014,5284,453,1,0,0,1
387,3,12/24/2014,5290,668,1,0,0,1
388,3,12/24/2014,6935,759,1,0,0,1
389,3,12/24/2014,5005,605,1,0,0,1
390,3,12/24/2014,8436,805,1,0,0,1
391,3,12/24/2014,4287,504,1,0,0,1
392,3,12/24/2014,5207,553,1,0,0,1
393,3,12/24/2014,4796,475,1,0,0,1
394,3,12/24/2014,7173,658,1,0,0,1
395,3,12/24/2014,4352,509,1,0,0,1
396,3,12/24/2014,5624,514,1,0,0,1
397,3,12/24/2014,3425,421,1,0,0,1
398,3,12/24/2014,4450,504,1,0,0,1
400,3,12/24/2014,3572,508,1,0,0,1
401,3,12/24/2014,4827,385,1,0,0,1
402,3,12/24/2014,3278,340,1,0,0,1
403,3,12/24/2014,5523,613,1,0,0,1
404,3,12/24/2014,3292,342,1,0,0,1
405,3,12/24/2014,3114,370,1,0,0,1
406,3,12/24/2014,7540,592,1,0,0,1
408,3,12/24/2014,3616,403,1,0,0,1
409,3,12/24/2014,4004,424,1,0,0,1
410,3,12/24/2014,5150,669,1,0,0,1
411,3,12/24/2014,7421,615,1,0,0,1
414,3,12/24/2014,6357,515,1,0,0,1
415,3,12/24/2014,5332,466,1,0,0,1
416,3,12/24/2014,6678,875,1,0,0,1
417,3,12/24/2014,3869,438,1,0,0,1
418,3,12/24/2014,3705,383,1,0,0,1
419,3,12/24/2014,4023,551,1,0,0,1
421,3,12/24/2014,5313,609,1,0,0,1
422,3,12/24/2014,4436,485,1,0,0,1
423,3,12/24/2014,9268,1362,1,0,0,1
424,3,12/24/2014,6959,711,1,0,0,1
425,3,12/24/2014,2631,369,1,0,0,1
